pais,departamento,municipio,lat,lon,familia,lengua,significado,origen,lengua_nativa,tema,otros_nombres,fuente,enlace_embeber
Bolivia,Santa Cruz,Cuatro Cañadas,-17.237405,-62.242743,Indoeuropea/Romance,Español,,"Cuatro Cañadas fue creado como municipio el 28 de enero de 2002, durante la presidencia de Jorge Quiroga, después que se separó del municipio de San Julián. ",No,Época / Hecho histórico,,Wikipedia,https://es.wikipedia.org/wiki/Cuatro_Ca%C3%B1adas
Bolivia,Santa Cruz,San Ramón,-16.576912,-62.434571,Indoeuropea/Romance,Español,Santo protegido por la divinidad,"El 18 de marzo de 1999, el Congreso Nacional sancionó la aprobación de creación del municipio de San Ramón conjuntamente con el municipio de San Antonio de Lomerío.",No,Espiritualidad / Religión,,,https://www.amdecruz.com/municipios/sanramon.php
Bolivia,Santa Cruz,San Javier,-16.233748,-62.49087,Indoeuropea/Romance,Español,,"Es considerado el primer asentamiento misional que establecieron los padres jesuitas en la región chiquitana. Esta misión se inició con la reducción de los indígenas de la tribu de los Piñocas, el año 1691 a cargo de los misioneros jesuitas P. José Francisco de Arce y el Hno. Antonio de Rivas, quienes encontraron a estos lugareños siendo víctimas de una peste. Con la erección de un modesto templo, el cual se concluyó el 31 de diciembre de 1691, se dio por iniciada la magna labor misionera, en la vasta región de Chiquitos, para lo cual se utilizó como “base central” a esta misión. Desde ella se irían fundando los siguientes pueblos, y allí tuvo su residencia el superior de la misión hasta la expulsión de los jesuitas.",No,Espiritualidad / Religión,,,https://www.amdecruz.com/municipios/sanxavier.php
Bolivia,Santa Cruz,San Miguel,-16.842999,-61.272385,Indoeuropea/Romance,Español,Quién como Dios,"Los jesuitas la fundaron en el 1721 bajo el nombre de San Miguel Arcángel, luego de conquistar y convertir a las tribus locales que eran adoradores del Dios Sol y la Diosa Luna. La población de San Miguel había sufrido un incendio que casi destruye el pueblo por completo, con parte de esta población y los misioneros sacerdotes jesuitas: Francisco Hervas y Felipe Suárez, se funda San Miguel Arcángel el 29 de septiembre de 1721.",No,Espiritualidad / Religión,,,https://www.amdecruz.com/municipios/sanmiguel.php
Bolivia,Cochabamba,Villa Tunari,-16.634588,-65.571841,Jaqi/Aru,Aymara,"Revisando a Bertonio, encontramos dos palabras asociadas, cuyas similitudes en la expresión y pronunciación se asemejan a Tunari; se trata de TUNU  LARI que significa la cepa de parte de las mujeres (TUNU = cepa o raíz y LARI =  referencia al origen femenino de un grupo social). Es decir, una indudable alusión al ancestro femenino de un pueblo, comunidad o ayllu, representado en la montaña como expresión de ancestro, cuyo núcleo de origen es una mujer.","Y si quisiéramos una reconstrucción imaginaria más completa de este territorio de agua, un viaje por el tiempo hasta los siglos XV y XVI del valle de Cochabamba nos llevaría a conocer y ver de cerca a los orgullosos habitantes del pueblo Qota (laguna en aymara) -nuestros más antiguos antecesores-, cultivando maíz y papa en las laderas y navegando por los centenares de lagunas a lo largo y ancho de la extensa planicie o pampa del valle a las que alude su nombre. Por eso, al Tunari deberíamos entenderlo como la mujer ancestral de los cochabambinos, el territorio de agua que circula por todas las vertientes y ríos, por las lagunas y cuerpos que habitamos: los humanos y los ecosistémicos; la vitalidad de este mundo en su trascendental expresión. ",Sí,Paisaje / Características naturales,Tunu Lari,Opinión,"https://www.opinion.com.bo/articulo/ramona/tunari-ancestro-mujer-territorio-agua/20200321150416757675.html#:~:text=Revisando%20a%20Bertonio%2C%20encontramos%20dos,femenino%20de%20un%20grupo%20social)."
Bolivia,Cochabamba,Chimoré,-16.55853,-64.91134,,Yuracaré,Árbol duro o  lugar donde hay muchos árboles de almendrillo .,,Sí,Flora,,Wikipedia,"https://es.wikipedia.org/wiki/Chimor%C3%A9#:~:text=El%20nombre%20del%20municipio%20deriva,que%20significa%20Almendrillo%20%2D%20%C3%A1rbol%20duro."
Bolivia,Cochabamba,Tiraque,-17.336644,-65.517303,Indoeuropea/Romance,Español,,"Los orígenes de Tiraque datan del siglo xvi, presumiblemente fundada el 24 de julio de 1566 por Cristóbal Barba de Alvarado, gobernador de la Provincia de Charcas, a quien pertenecía esa tierra por documento suscrito en la localidad de Tococala de los valles central del actual departamento de Cochabamba. Los primeros pobladores de Tiraque fueron migrantes de diferentes pueblos del valle cochabambino, llegando de Punata, Tarata, Arani, Cliza, Toco, Quillacollo, Sacaba, Vacas, algunos también desde el altiplano.Tiraque fue creada el 15 de octubre de 1986, durante la presidencia de Víctor Paz Estenssoro.",No,Descriptivo,Tierra del amor,Wikipedia,https://es.wikipedia.org/wiki/Tiraque
Bolivia,Cochabamba,Shinahota,-17.059298,-65.318548,,Yuracaré,Nido de hormigas.,,Sí,Fauna,,,https://www.sea.gob.bo/wp-content/uploads/2021/09/CO-Shinahota.pdf
Bolivia,Chuquisaca,San Lucas,-20.160701,-64.899297,Indoeuropea/Romance,Español,Lo que ilumina.,,No,Espiritualidad / Religión,,Wikipedia,https://es.wikipedia.org/wiki/San_Lucas_(Bolivia)
Bolivia,Chuquisaca,Culpina,-20.869776,-64.572004,Jaqi/Aru,Aymara,El pueblo de los árboles de metal.,El municipio de Culpina habría sido habitado en la zona de sus valles por la cultura Guaraní y en sus altipampas por la cultura uru-quila. Esta afirmación se deduce de los hallazgos de cerámica que hizo el reverendo Adolfo Bitshi y además por la existencia de familias tupi guaraníes en las riveras del río Pilaya (comunidad de Yuquiporo del distrito).,Sí,Época / Hecho histórico,,Wikipedia,https://es.wikipedia.org/wiki/Culpina
Bolivia,Chuquisaca,Incahuasi,-20.590688,-64.572135,Quechua,Quechua,Casa del Inca.,,Sí,Época / Hecho histórico,,Wikipedia,"https://es.wikipedia.org/wiki/Incahuasi_(Bolivia)#:~:text=Incahuasi%20es%20una%20localidad%20y,seg%C3%BAn%20el%20Censo%20INE%202012)."
Bolivia,Santa Cruz,San Juan,-16.861351,-63.998656,Indoeuropea/Romance,Español,"En Bolivia, San Juan es una fiesta que coincide con la celebración del año nuevo indígena, que es una de las noches más frías del año. Además, se ha ido adoptando la costumbre de quemar todas las cosas viejas para ser renovadas en el nuevo año.","El año 1953, el gobierno boliviano manifestó su predisposición para permitir la llegada de migrantes. En enero de 1954, el gobierno japonés envió a un grupo de investigadores para estudiar el lugar de inmigración (San Juan).
En 1954 se eligió la zona de San Juan como lugar de producción y solicitó la concesión de tierra al gobierno boliviano en el año 1955. El 21 de junio de 1957 llegó el primer grupo planificado de inmigrantes, compuesto por 25 familias (159 personas), que fueron convocadas a nivel nacional a través de las oficinas de la Federación de Asociaciones del Ultramar, ubicada en todas las prefecturas de Japón. En fecha 23 de junio de 1997 se proclama al Santo Juan Bautista como patrono de San Juan.",No,Espiritualidad / Religión,Capital nacional del arroz,GAM San Juan,https://sanjuan.gob.bo/historia/
Bolivia,Potosí,Tinguipaya,-19.170008,-65.904096,,,Dios es bueno.,"Tinguipaya, tierra de hombres guerreros que hasta hace algunas décadas peleaban fieramente con piedras para defenderse de los avasallamientos entre ranchos y comunidades vecinas, tiene siete ayllus con gente amante de su cultura y sus tradiciones.",Sí,Época / Hecho histórico,,Wikipedia,https://es.wikipedia.org/wiki/Tinguipaya
Bolivia,Potosí,San Pedro,-18.340628,-65.968219,Indoeuropea/Romance,Español,Piedra.,"El 3 de septiembre de 1880 durante la administración del General Narciso Campero, se creó la actual provincia de Charcas del departamento de Potosí, conformada por los municipios de San Pedro de Buena Vista, Sacaca, Toro Toro y Acasio. En los siguientes años sucedieron dos hechos que cambiarían la anterior conformación de la provincia de Charcas: en 1882 se creó lo que es hoy el cantón de Chayanta, que se unió a la provincia de Bustillos en 1908 y luego en 1923, se creó la provincia de Alonso de Ibáñez durante el gobierno de Bautista Saavedra, sobre la base de la segunda y cuarta sección de la provincia de Charcas (Sacaca y Acasio). De esta manera se configuró la actual provincia de Charcas con dos secciones (municipios), la primera San Pedro de Buena Vista y la segunda Toro Toro.",No,Espiritualidad / Religión,,Wikipedia,https://es.m.wikipedia.org/wiki/San_Pedro_de_Buena_Vista
Bolivia,Santa Cruz,Colpa Bélgica,-17.543493,-63.292346,Indoeuropea/Romance,Español,El origen del nombre es la fusión de dos comunidades que se encontraban cercanas Colpa y La Bélgica que terminaron fusionándose para conformar un nuevo municipio desprendido del de Portachuelo.,"La Bélgica se funda con la población trabajadora del ingenio azucarero La Bélgica y el vecino pueblo de Colpa, hasta el 2002 formó parte del municipio de Portachuelo.
Con el pasar de los años los pueblos de La Bélgica y Colpa quedaron unidos creándose como un solo municipio Colpa – Bélgica, el 1 de febrero de 2002 con la Ley 2325, desprendiéndose del municipio de Portachuelo.",No,Época / Hecho histórico,,Wikipedia,https://es.wikipedia.org/wiki/Colpa_B%C3%A9lgica
Bolivia,Santa Cruz,Puerto Suarez,-19.071387,-58.256612,Indoeuropea/Romance,Español,,"Fue fundada por Miguel Suárez Arana el 10 de noviembre de 1875 y desde 1984 es capital de la provincia de Germán Busch. A principios del siglo XX fue el principal puerto fluvial de Bolivia. Sin embargo el principal afluente fluvial fue cortado en el canal Tuyuyú, por lo que actualmente la laguna Cáceres ya no es navegable por embarcaciones mayores.",No,Época / Hecho histórico,,Wikipedia,https://es.wikipedia.org/wiki/Puerto_Su%C3%A1rez
Bolivia,Santa Cruz,El Carmen Rivero Tórrez,-18.455475,-58.58637,Indoeuropea/Romance,Español,,"El Carmen Rivero Tórrez se compone de dos partes, El Carmen y Rivero Tórrez.
El Carmen debe su denominación en honor a la Virgen del Carmen; ya que en los tiempos en que se construía el tren que conecta Santa Cruz de la Sierra con Brasil, los obreros asentados en la zona reportan que hubo una excelente cosecha y sus productos eran comercializados en la ciudad de Santa Cruz. Por ello, se celebró un novenario en acción de gracias a la Santa Patrona.
En cuanto a Rivero Tórrez, la Comisión Mixta Ferroviaria Boliviano-Brasileña dio el nombre a la estación de trenes Estación Ferroviaria “Ing. Juan Rivero Tórrez”, en reconocimiento y honor al delegado por Bolivia en la construcción de la vía férrea, Juan Ramón Rivero Tórrez por su contribución en la ejecución del proyecto ferroviario más importante del país.",No,Espiritualidad / Religión,,Wikipedia,https://es.wikipedia.org/wiki/El_Carmen_Rivero_T%C3%B3rrez
Bolivia,Santa Cruz,Roboré,-18.215405,-59.611883,,Guaraní,Piedra Redonda,"El nombre Roboré deriva del vocablo indígena Chovoré, que significa Piedra Redonda, aunque algunos historiadores opinan que el nombre proviene del vocablo Chovoreca, que significa Casa del Diablo.",Sí,Paisaje / Características naturales,Casa del Diablo,,https://www.facebook.com/historia.desantacruz/posts/hoy-en-la-historia-cruce%C3%B1afundaci%C3%B3n-de-robore25-octubre-1916robor%C3%A9-es-una-peque%C3%B1/1773623476110529/
Bolivia,Santa Cruz,San Matías,-17.255066,-58.823346,Indoeuropea/Romance,Español,Regalo de Dios,"El 16 de noviembre de 1948, Viador Moreno Peña presentó al congreso de la república la creación de la provincia Ángel Sandóval. Esta iniciativa se transformó en ley de la república el 10 de diciembre del mismo año, promulgada por el entonces presidente constitucional Enrique Hertzog.
La provincia fue creada con cuatro cantones: Las Petas, Santo Corazón, La Gaiba, y San Matías capital y único municipio.",No,Espiritualidad / Religión,,Wikipedia,https://es.wikipedia.org/wiki/San_Mat%C3%ADas_(Santa_Cruz)
Bolivia,Santa Cruz,Charagua,-19.090485,-61.60096,Tupí-guaraní,Guaraní,"Ser libre, sin dueño","El Municipio de Charagua cuenta con el mayor número de población Guaraní, además posee un valor histórico preponderante por su participación heroica en la defensa del territorio nacional y sus recursos naturales, durante la época de la guerra del Chaco.
En reconociento a sus acciones heroicas, durante la guerra del Chaco, Charagua es declarada “Ciudad Benemérita de la Patria” mediante Decreto Supremo del 11 de agosto de 1971 y elevado a rango de ley (Nº 977) del 4 de marzo de 1998.
El río Parapetí por decreto supremo del 29 de diciembre de 1967, es declarado “Reserva Fiscal”, en un perímetro de 7.250 km², donde se reglamentan los asientos humanos de la zona",Sí,Época / Hecho histórico,Ciudad Benemérita de la Patria,,https://www.naturabolivia.org/charagua-un-referente-de-la-conservacion-en-bolivia/
Bolivia,Santa Cruz,San José de Chiquitos,-17.70223,-60.424802,Besiro,Chiquitano,,"Fue fundada como pueblo de misión en el año 1697. Un siglo después del abandono de la primera Santa Cruz de la Sierra en 1590, surgiría en un lugar cercano el 19 de marzo de 1697 la misión de San José de Chiquitos, convirtiéndose en el tercer pueblo fundado como misión de aborígenes ""chiquitanos"" por la Compañía de Jesús en el territorio de las Misiones de Chiquitos, bajo la dirección de los padres Felipe Suárez y Dionisio de Ávila.",No,Espiritualidad / Religión,,Wikipedia,https://es.wikipedia.org/wiki/San_Jos%C3%A9_de_Chiquitos
Bolivia,Santa Cruz,San Rafael,-16.815497,-60.140958,Indoeuropea/Romance,Español,Dios ha curado,"En la época colonial, San Rafael fue el segundo pueblo que fundó la Compañía de Jesús, siendo los padres jesuitas Juan Bautista Zea y Francisco Hervas de las misiones de Chiquitos los que la fundaron 24 de octubre de 1696. En 1701 los padres Juan Bautista Zea y Francisco Hervas, reunieron a los habitantes de San Rafael y Santa Rosa en un solo pueblo, estableciendo definitivamente la misión de San Rafael con los habitantes de ambas poblaciones, 40 leguas más al occidente.",No,Espiritualidad / Religión,,Wikipedia,https://es.wikipedia.org/wiki/San_Rafael_de_Velasco
Bolivia,Cochabamba,Ayopaya,-17.143908,-66.805287,Jaqi/Aru,Aymara,"Ayopaya viene de hayo, lejos y paya, dos. Dicen que era una antigua población próxima a Machaca. Eso dicen, porque no quedan ni escombros. ","Independencia (también conocido como Ayopaya)1​ es una localidad y municipio, capital de la provincia de Ayopaya en el Departamento de Cochabamba, Bolivia.",Sí,Época / Hecho histórico,Independencia,,"https://www.opinion.com.bo/articulo/opini-oacute-n/ayopaya-granero-bolivia/20180828193200624255.html#:~:text=La%20toponimia%20del%20lugar%20es,porque%20no%20quedan%20ni%20escombros."
Bolivia,Santa Cruz,San Ignacio,-15.029608,-60.994536,Indoeuropea/Romance,Español,,,No,Espiritualidad / Religión,,Wikipedia,https://es.wikipedia.org/wiki/San_Ignacio_de_Velasco
Bolivia,Santa Cruz,Urubicha,-14.952734,-63.018582,Tupí-guaraní,Guarayo,Laguna o extensión de mucha agua,"Cuando los misioneros jesuitas llegaron a la región de Guarayos hace más de 300 años, los religiosos intentaron introducir el cristianismo a la población indígena con música barroca. Sólo 76 años fueron suficientes para convertir a los indígenas chiquitanos en maestros músicos barrocos hasta que los jesuitas fueron expulsados ​​de toda América Latina en 1767.
Dos siglos después, el franciscano alemán Walter Neuwirth llegó a Urubichá y continuó la labor de los jesuitas: mejoró las condiciones de las viviendas locales, creó cooperativas de producción y escuelas y revivió la tradición de la música clásica.",Sí,Paisaje / Características naturales,,Wikipedia,https://es.wikipedia.org/wiki/Urubich%C3%A1
Bolivia,Beni,Baures,-13.625142,-62.875375,Arahuaca,Baure,,"Baures fue fundado como reducción por el padre Lorenzo Legarda en 1708, como parte de las Misiones jesuíticas de Moxos, con el nombre de Concepción.",Sí,Época / Hecho histórico,,Wikipedia,https://es.wikipedia.org/wiki/Baures_(municipio)
